City,Edition,Sport,Discipline,Athlete,Gender,Event,Medal
Stockholm,1912,Rowing,Rowing,"PITMAN, Frederick Archibald Hugo",Men,eight with coxswain (8+),Silver
Stockholm,1912,Rowing,Rowing,"WALKER, John Drummond",Men,eight with coxswain (8+),Silver
Stockholm,1912,Rowing,Rowing,"WIGGINS, Arthur Frederick Reginald",Men,eight with coxswain (8+),Silver
Stockholm,1912,Rowing,Rowing,"BISGAARD, Erik",Men,four-oared shell with coxswain (4-),Bronze
Stockholm,1912,Rowing,Rowing,"CLEMMENSEN, Eigil",Men,four-oared shell with coxswain (4-),Bronze
Stockholm,1912,Rowing,Rowing,"FRANDSEN, Rasmus Peter",Men,four-oared shell with coxswain (4-),Bronze
Stockholm,1912,Rowing,Rowing,"SIMONSEN, Mikael",Men,four-oared shell with coxswain (4-),Bronze
Stockholm,1912,Rowing,Rowing,"THYMANN, Poul",Men,four-oared shell with coxswain (4-),Bronze
Stockholm,1912,Rowing,Rowing,"ARNHEITER, Albert",Men,four-oared shell with coxswain (4-),Gold
Stockholm,1912,Rowing,Rowing,"FICKEISEN, Otto",Men,four-oared shell with coxswain (4-),Gold
Stockholm,1912,Rowing,Rowing,"FICKEISEN, Rudolf",Men,four-oared shell with coxswain (4-),Gold
Stockholm,1912,Rowing,Rowing,"LEISTER, Karl",Men,four-oared shell with coxswain (4-),Gold
Stockholm,1912,Rowing,Rowing,"WILKER, Hermann",Men,four-oared shell with coxswain (4-),Gold
Stockholm,1912,Rowing,Rowing,"BERESFORD, Julius",Men,four-oared shell with coxswain (4-),Silver
Stockholm,1912,Rowing,Rowing,"CARR, Geoffrey",Men,four-oared shell with coxswain (4-),Silver
Stockholm,1912,Rowing,Rowing,"LOGAN, Herbert Bruce",Men,four-oared shell with coxswain (4-),Silver
Stockholm,1912,Rowing,Rowing,"ROUGHT, Charles Gardner",Men,four-oared shell with coxswain (4-),Silver
Stockholm,1912,Rowing,Rowing,"VERNON, Karl",Men,four-oared shell with coxswain (4-),Silver
Stockholm,1912,Rowing,Rowing,"BUTLER, Everard Burnside",Men,single sculls (1x),Bronze
Stockholm,1912,Rowing,Rowing,"KUSIK, Mikhaïl Maksimilian",Men,single sculls (1x),Bronze
Stockholm,1912,Rowing,Rowing,"KINNEAR, William Duthie",Men,single sculls (1x),Gold
Stockholm,1912,Rowing,Rowing,"VEIRMAN, Polydore",Men,single sculls (1x),Silver
Stockholm,1912,Sailing,Sailing,"Beloselsky-Belozersky, Esper Konstantinovich",Men,10m,Bronze
Stockholm,1912,Sailing,Sailing,"BRASCHE, Ernest",Men,10m,Bronze
Stockholm,1912,Sailing,Sailing,"LINDBLOM, Karl",Men,10m,Bronze
Stockholm,1912,Sailing,Sailing,"PUSCHNITSKY, Nikolaï",Men,10m,Bronze
Stockholm,1912,Sailing,Sailing,"RODIONOV, Aleksandr",Men,10m,Bronze
Stockholm,1912,Sailing,Sailing,"SCHOMAKER, Iossif",Men,10m,Bronze
Stockholm,1912,Sailing,Sailing,"STRAUCH, Filip",Men,10m,Bronze
Stockholm,1912,Sailing,Sailing,"ERICSSON, Filip",Men,10m,Gold
Stockholm,1912,Sailing,Sailing,"HELLSTRÖM, Carl Ludwig",Men,10m,Gold
Stockholm,1912,Sailing,Sailing,"ISBERG, Paul",Men,10m,Gold
Stockholm,1912,Sailing,Sailing,"LUNDEN, Humbert",Men,10m,Gold
Stockholm,1912,Sailing,Sailing,"NYBERG, Herman",Men,10m,Gold
Stockholm,1912,Sailing,Sailing,"ROSENWÄRD, Harry",Men,10m,Gold
Stockholm,1912,Sailing,Sailing,"WALLERIUS, Eric G.",Men,10m,Gold
Stockholm,1912,Sailing,Sailing,"WALLIN, Harald",Men,10m,Gold
Stockholm,1912,Sailing,Sailing,"BJÖRKSTEN, Waldemar",Men,10m,Silver
Stockholm,1912,Sailing,Sailing,"BJÖRNSTRÖM, Jacob Karl",Men,10m,Silver
Stockholm,1912,Sailing,Sailing,"BRENNER, Bror Benedikt",Men,10m,Silver
Stockholm,1912,Sailing,Sailing,"FRANCK, Allan",Men,10m,Silver
Stockholm,1912,Sailing,Sailing,"LINDH, Erik",Men,10m,Silver
Stockholm,1912,Sailing,Sailing,"PEKKALAINEN, Adolf Aarne",Men,10m,Silver
Stockholm,1912,Sailing,Sailing,"WAHL, Harry",Men,10m,Silver
Stockholm,1912,Sailing,Sailing,"ALFTHAN, Max",Men,12m,Bronze
Stockholm,1912,Sailing,Sailing,"HARTVALL, Erik",Men,12m,Bronze
Stockholm,1912,Sailing,Sailing,"HULLDEN, Jarl",Men,12m,Bronze
Stockholm,1912,Sailing,Sailing,"JUSLEN, Sigurd",Men,12m,Bronze
Stockholm,1912,Sailing,Sailing,"KROGIUS, Ernest Edvard",Men,12m,Bronze
Stockholm,1912,Sailing,Sailing,"SANDELIN, Eino",Men,12m,Bronze
Stockholm,1912,Sailing,Sailing,"SILEN, John",Men,12m,Bronze
Stockholm,1912,Sailing,Sailing,"ANKER, Johan August",Men,12m,Gold
Stockholm,1912,Sailing,Sailing,"BERTELSEN, Nils",Men,12m,Gold
Stockholm,1912,Sailing,Sailing,"FALCH-LUND, Eilert",Men,12m,Gold
Stockholm,1912,Sailing,Sailing,"HANSEN, Halfdan",Men,12m,Gold
Stockholm,1912,Sailing,Sailing,"HEJE, Arnfinn Kolbjörn",Men,12m,Gold
Stockholm,1912,Sailing,Sailing,"KONOW, Magnus",Men,12m,Gold
Stockholm,1912,Sailing,Sailing,"LARSEN, Alfred",Men,12m,Gold
Stockholm,1912,Sailing,Sailing,"LARSEN, Petter Andreas",Men,12m,Gold
Stockholm,1912,Sailing,Sailing,"STAIB, Christian Frederik",Men,12m,Gold
Stockholm,1912,Sailing,Sailing,"THAULOW, Carl Gustav",Men,12m,Gold
Stockholm,1912,Sailing,Sailing,"BERGMAN, Per",Men,12m,Silver
Stockholm,1912,Sailing,Sailing,"BERGSTRÖM, Dick",Men,12m,Silver
Stockholm,1912,Sailing,Sailing,"BERGSTRÖM, Kurt",Men,12m,Silver
Stockholm,1912,Sailing,Sailing,"CLASON, Hugo",Men,12m,Silver
Stockholm,1912,Sailing,Sailing,"JOHNSON, Folke",Men,12m,Silver
Stockholm,1912,Sailing,Sailing,"KANDER, Sigurd",Men,12m,Silver
Stockholm,1912,Sailing,Sailing,"LAMBY, Nils",Men,12m,Silver
Stockholm,1912,Sailing,Sailing,"LINDQVIST, Erik",Men,12m,Silver
Stockholm,1912,Sailing,Sailing,"PERSSON, Nils",Men,12m,Silver
Stockholm,1912,Sailing,Sailing,"SÄLLSTRÖM, Richard",Men,12m,Silver
Stockholm,1912,Sailing,Sailing,"AUST, Otto",Men,6m,Bronze
Stockholm,1912,Sailing,Sailing,"SANDBERG, Erik",Men,6m,Bronze
Stockholm,1912,Sailing,Sailing,"SANDBERG, Harald",Men,6m,Bronze
Stockholm,1912,Sailing,Sailing,"THUBE, Amédé",Men,6m,Gold
Stockholm,1912,Sailing,Sailing,"THUBE, Gaston",Men,6m,Gold
Stockholm,1912,Sailing,Sailing,"THUBE, Jacques",Men,6m,Gold
Stockholm,1912,Sailing,Sailing,"HERSCHEND, Steen",Men,6m,Silver
Stockholm,1912,Sailing,Sailing,"MEULENGRACHT-MADSEN, Hans",Men,6m,Silver
Stockholm,1912,Sailing,Sailing,"THOMSEN, Sven Bernth",Men,6m,Silver
Stockholm,1912,Sailing,Sailing,"AHNGER, Arthur",Men,8m,Bronze
Stockholm,1912,Sailing,Sailing,"LINDH, Emil",Men,8m,Bronze
Stockholm,1912,Sailing,Sailing,"TALLBERG, Bertil",Men,8m,Bronze
Stockholm,1912,Sailing,Sailing,"TALLBERG, Gunnar",Men,8m,Bronze
Stockholm,1912,Sailing,Sailing,"WESTLING, Georg",Men,8m,Bronze
Stockholm,1912,Sailing,Sailing,"AAS, Thomas Valentin",Men,8m,Gold
Stockholm,1912,Sailing,Sailing,"BRECKE, Andreas Bang",Men,8m,Gold
Stockholm,1912,Sailing,Sailing,"CORNELIUS, Torleiv Schibsted",Men,8m,Gold
Stockholm,1912,Sailing,Sailing,"GLAD, Thoralf",Men,8m,Gold
Stockholm,1912,Sailing,Sailing,"JEBE, Christian Fredrik",Men,8m,Gold
Stockholm,1912,Sailing,Sailing,"HENRIQUES, Emil",Men,8m,Silver
Stockholm,1912,Sailing,Sailing,"HEYMAN, Bengt",Men,8m,Silver
Stockholm,1912,Sailing,Sailing,"THIEL, Alvar",Men,8m,Silver
Stockholm,1912,Sailing,Sailing,"WESTERMARK, Herbert",Men,8m,Silver
Stockholm,1912,Sailing,Sailing,"WESTERMARK, Nils",Men,8m,Silver
Stockholm,1912,Shooting,Shooting,"SWAHN, Oscar",Men,"100m running deer, double shots",Bronze
Stockholm,1912,Shooting,Shooting,"LUNDEBERG, Ake",Men,"100m running deer, double shots",Gold
Stockholm,1912,Shooting,Shooting,"BENEDICKS, Edward",Men,"100m running deer, double shots",Silver
Stockholm,1912,Shooting,Shooting,"TOIVONEN, Nestori",Men,"100m running deer, single shots",Bronze
Stockholm,1912,Shooting,Shooting,"SWAHN, Alfred",Men,"100m running deer, single shots",Gold
Stockholm,1912,Shooting,Shooting,"LUNDEBERG, Ake",Men,"100m running deer, single shots",Silver
Stockholm,1912,Shooting,Shooting,"LONDEN, Axel Fredrik",Men,"100m running deer, single shots, team",Bronze
Stockholm,1912,Shooting,Shooting,"ROSENQUIST, Ernst Edvard",Men,"100m running deer, single shots, team",Bronze
Stockholm,1912,Shooting,Shooting,"TOIVONEN, Nestori",Men,"100m running deer, single shots, team",Bronze
Stockholm,1912,Shooting,Shooting,"WÄÄNÄNEN, Tivo",Men,"100m running deer, single shots, team",Bronze
Stockholm,1912,Shooting,Shooting,"ARVIDSSON, Per Olof",Men,"100m running deer, single shots, team",Gold
Stockholm,1912,Shooting,Shooting,"LUNDEBERG, Ake",Men,"100m running deer, single shots, team",Gold
Stockholm,1912,Shooting,Shooting,"SWAHN, Alfred",Men,"100m running deer, single shots, team",Gold
Stockholm,1912,Shooting,Shooting,"SWAHN, Oscar",Men,"100m running deer, single shots, team",Gold
Stockholm,1912,Shooting,Shooting,"LEUSHNER, William F.",Men,"100m running deer, single shots, team",Silver
Stockholm,1912,Shooting,Shooting,"LIBBEY, William",Men,"100m running deer, single shots, team",Silver
Stockholm,1912,Shooting,Shooting,"MCDONNELL, William Neil",Men,"100m running deer, single shots, team",Silver
Stockholm,1912,Shooting,Shooting,"WINANS, Walter",Men,"100m running deer, single shots, team",Silver
Stockholm,1912,Shooting,Shooting,"VON HOLST, Johan Hübner",Men,25m rapid fire pistol (60 shots),Bronze
Stockholm,1912,Shooting,Shooting,"LANE, Alfred P.",Men,25m rapid fire pistol (60 shots),Gold
Stockholm,1912,Shooting,Shooting,"PALEN, Paul",Men,25m rapid fire pistol (60 shots),Silver
Stockholm,1912,Shooting,Shooting,"HIRD, Frederick S.",Men,"25m small bore rifle, team",Bronze
Stockholm,1912,Shooting,Shooting,"LEUSHNER, William F.",Men,"25m small bore rifle, team",Bronze
Stockholm,1912,Shooting,Shooting,"MCDONNELL, William Neil",Men,"25m small bore rifle, team",Bronze
Stockholm,1912,Shooting,Shooting,"SPROUT, Warren A.",Men,"25m small bore rifle, team",Bronze
Stockholm,1912,Shooting,Shooting,"BOIVIE, Gustav",Men,"25m small bore rifle, team",Gold
Stockholm,1912,Shooting,Shooting,"CARLBERG, Eric",Men,"25m small bore rifle, team",Gold
Stockholm,1912,Shooting,Shooting,"CARLBERG, G. Vilhelm",Men,"25m small bore rifle, team",Gold
Stockholm,1912,Shooting,Shooting,"VON HOLST, Johan Hübner",Men,"25m small bore rifle, team",Gold
Stockholm,1912,Shooting,Shooting,"MILNE, William",Men,"25m small bore rifle, team",Silver
Stockholm,1912,Shooting,Shooting,"PEPE, Joseph",Men,"25m small bore rifle, team",Silver
Stockholm,1912,Shooting,Shooting,"PIMM, William Edwin",Men,"25m small bore rifle, team",Silver
Stockholm,1912,Shooting,Shooting,"STYLES, William Kensett",Men,"25m small bore rifle, team",Silver
Stockholm,1912,Shooting,Shooting,"ERICSSON, Gideon",Men,25m small rifle,Bronze
Stockholm,1912,Shooting,Shooting,"CARLBERG, G. Vilhelm",Men,25m small rifle,Gold
Stockholm,1912,Shooting,Shooting,"VON HOLST, Johan Hübner",Men,25m small rifle,Silver
Stockholm,1912,Shooting,Shooting,"LARSEN, Niels Hansen Ditlev",Men,300m free rifle 3 positions (3x40 shots),Bronze
Stockholm,1912,Shooting,Shooting,"COLAS, Paul René",Men,300m free rifle 3 positions (3x40 shots),Gold
Stockholm,1912,Shooting,Shooting,"MADSEN, Lars Jörgen",Men,300m free rifle 3 positions (3x40 shots),Silver
Stockholm,1912,Shooting,Shooting,"DURANT, Hugh",Men,"30m army pistol, team",Bronze
Stockholm,1912,Shooting,Shooting,"KEMPSTER, Albert Joseph",Men,"30m army pistol, team",Bronze
Stockholm,1912,Shooting,Shooting,"POULTER, Horatio Orlando",Men,"30m army pistol, team",Bronze
Stockholm,1912,Shooting,Shooting,"STEWART, Charles Edward",Men,"30m army pistol, team",Bronze
Stockholm,1912,Shooting,Shooting,"CARLBERG, Eric",Men,"30m army pistol, team",Gold
Stockholm,1912,Shooting,Shooting,"CARLBERG, G. Vilhelm",Men,"30m army pistol, team",Gold
Stockholm,1912,Shooting,Shooting,"PALEN, Paul",Men,"30m army pistol, team",Gold
Stockholm,1912,Shooting,Shooting,"VON HOLST, Johan Hübner",Men,"30m army pistol, team",Gold
Stockholm,1912,Shooting,Shooting,"DE KACHE, Amos",Men,"30m army pistol, team",Silver
Stockholm,1912,Shooting,Shooting,"DE MELNITSKY, Nikolaï",Men,"30m army pistol, team",Silver
Stockholm,1912,Shooting,Shooting,"DE PANTELEYMONOFF, Georgi",Men,"30m army pistol, team",Silver
Stockholm,1912,Shooting,Shooting,"DE WEYLOCHNIKOFF, Pavel",Men,"30m army pistol, team",Silver
Stockholm,1912,Shooting,Shooting,"DURANT, Hugh",Men,"50m army pistol, team",Bronze
Stockholm,1912,Shooting,Shooting,"KEMPSTER, Albert Joseph",Men,"50m army pistol, team",Bronze
Stockholm,1912,Shooting,Shooting,"POULTER, Horatio Orlando",Men,"50m army pistol, team",Bronze
Stockholm,1912,Shooting,Shooting,"STEWART, Charles Edward",Men,"50m army pistol, team",Bronze
Stockholm,1912,Shooting,Shooting,"DIETZ, John A.",Men,"50m army pistol, team",Gold
Stockholm,1912,Shooting,Shooting,"DOLFEN, Peter J.",Men,"50m army pistol, team",Gold
Stockholm,1912,Shooting,Shooting,"LANE, Alfred P.",Men,"50m army pistol, team",Gold
Stockholm,1912,Shooting,Shooting,"SEARS, Henry Francis",Men,"50m army pistol, team",Gold
Stockholm,1912,Shooting,Shooting,"BOSTRÖM, Erik",Men,"50m army pistol, team",Silver
Stockholm,1912,Shooting,Shooting,"CARLBERG, Eric",Men,"50m army pistol, team",Silver
Stockholm,1912,Shooting,Shooting,"CARLBERG, G. Vilhelm",Men,"50m army pistol, team",Silver
Stockholm,1912,Shooting,Shooting,"DE LAVAL, Georg",Men,"50m army pistol, team",Silver
Stockholm,1912,Shooting,Shooting,"STEWART, Charles Edward",Men,50m pistol (60 shots),Bronze
Stockholm,1912,Shooting,Shooting,"LANE, Alfred P.",Men,50m pistol (60 shots),Gold
Stockholm,1912,Shooting,Shooting,"DOLFEN, Peter J.",Men,50m pistol (60 shots),Silver
Stockholm,1912,Shooting,Shooting,"BURT, Harold",Men,50m rifle prone (60 shots),Bronze
Stockholm,1912,Shooting,Shooting,"HIRD, Frederick S.",Men,50m rifle prone (60 shots),Gold
Stockholm,1912,Shooting,Shooting,"MILNE, William",Men,50m rifle prone (60 shots),Silver
Stockholm,1912,Shooting,Shooting,"HIRD, Frederick S.",Men,"50m small bore rifle, team",Bronze
Stockholm,1912,Shooting,Shooting,"LEUSHNER, William F.",Men,"50m small bore rifle, team",Bronze
Stockholm,1912,Shooting,Shooting,"OSBURN, Carl Townsend",Men,"50m small bore rifle, team",Bronze
Stockholm,1912,Shooting,Shooting,"SPROUT, Warren A.",Men,"50m small bore rifle, team",Bronze
Stockholm,1912,Shooting,Shooting,"LESSIMORE, Edward John",Men,"50m small bore rifle, team",Gold
Stockholm,1912,Shooting,Shooting,"MURRAY, Robert Cook",Men,"50m small bore rifle, team",Gold
Stockholm,1912,Shooting,Shooting,"PEPE, Joseph",Men,"50m small bore rifle, team",Gold
Stockholm,1912,Shooting,Shooting,"PIMM, William Edwin",Men,"50m small bore rifle, team",Gold
Stockholm,1912,Shooting,Shooting,"CARLBERG, Eric",Men,"50m small bore rifle, team",Silver
Stockholm,1912,Shooting,Shooting,"CARLBERG, G. Vilhelm",Men,"50m small bore rifle, team",Silver
Stockholm,1912,Shooting,Shooting,"NORDENSWAN, Arthur",Men,"50m small bore rifle, team",Silver
Stockholm,1912,Shooting,Shooting,"ÖRTEGREN, Ruben",Men,"50m small bore rifle, team",Silver
Stockholm,1912,Shooting,Shooting,"JACKSON, John E.",Men,600m free rifle,Bronze
Stockholm,1912,Shooting,Shooting,"COLAS, Paul René",Men,600m free rifle,Gold
Stockholm,1912,Shooting,Shooting,"OSBURN, Carl Townsend",Men,600m free rifle,Silver
Stockholm,1912,Shooting,Shooting,"SKOGEN, Engebret",Men,"army rifle, 300m, 3 positions",Bronze
Stockholm,1912,Shooting,Shooting,"PROKOPP, Sandor",Men,"army rifle, 300m, 3 positions",Gold
Stockholm,1912,Shooting,Shooting,"OSBURN, Carl Townsend",Men,"army rifle, 300m, 3 positions",Silver
Stockholm,1912,Shooting,Shooting,"GOELDEL, Alfred",Men,"clay pigeons, team",Bronze
Stockholm,1912,Shooting,Shooting,"GOELDEL, Horst",Men,"clay pigeons, team",Bronze
Stockholm,1912,Shooting,Shooting,"GRAF VON BERNSTORFF, Erich",Men,"clay pigeons, team",Bronze
Stockholm,1912,Shooting,Shooting,"KOCH, Erland",Men,"clay pigeons, team",Bronze
Stockholm,1912,Shooting,Shooting,"PREUSS, Albert",Men,"clay pigeons, team",Bronze
Stockholm,1912,Shooting,Shooting,"VON ZEIDLITZ UND LEIPE, Franz Freiherr",Men,"clay pigeons, team",Bronze
Stockholm,1912,Shooting,Shooting,"BILLINGS, Charles W.",Men,"clay pigeons, team",Gold
Stockholm,1912,Shooting,Shooting,"GLEASON, Edward Francis",Men,"clay pigeons, team",Gold
Stockholm,1912,Shooting,Shooting,"GRAHAM, James R.",Men,"clay pigeons, team",Gold
Stockholm,1912,Shooting,Shooting,"HALL, Frank",Men,"clay pigeons, team",Gold
Stockholm,1912,Shooting,Shooting,"HENDRICKSON, John H.",Men,"clay pigeons, team",Gold
Stockholm,1912,Shooting,Shooting,"SPOTTS, Ralph Lewis",Men,"clay pigeons, team",Gold
Stockholm,1912,Shooting,Shooting,"BUTT, John Hurst",Men,"clay pigeons, team",Silver
Stockholm,1912,Shooting,Shooting,"GROSVENOR, William Percy",Men,"clay pigeons, team",Silver
Stockholm,1912,Shooting,Shooting,"HUMBY, Harry Robinson",Men,"clay pigeons, team",Silver
Stockholm,1912,Shooting,Shooting,"MAUNDER, Alexander",Men,"clay pigeons, team",Silver
Stockholm,1912,Shooting,Shooting,"PALMER, Charles",Men,"clay pigeons, team",Silver
Stockholm,1912,Shooting,Shooting,"WHITAKER, George",Men,"clay pigeons, team",Silver
Stockholm,1912,Shooting,Shooting,"ANDERSEN, Niels",Men,"free rifle, team",Bronze
Stockholm,1912,Shooting,Shooting,"HAJSLUND, Jens Madsen",Men,"free rifle, team",Bronze
Stockholm,1912,Shooting,Shooting,"LARSEN, Laurits Teodor Christian",Men,"free rifle, team",Bronze
Stockholm,1912,Shooting,Shooting,"LARSEN, Niels Hansen Ditlev",Men,"free rifle, team",Bronze
Stockholm,1912,Shooting,Shooting,"MADSEN, Lars Jörgen",Men,"free rifle, team",Bronze
Stockholm,1912,Shooting,Shooting,"OLSEN, Ole",Men,"free rifle, team",Bronze
Stockholm,1912,Shooting,Shooting,"BJÖRKMAN, Carl",Men,"free rifle, team",Gold
Stockholm,1912,Shooting,Shooting,"BLOMQVIST, Erik",Men,"free rifle, team",Gold
Stockholm,1912,Shooting,Shooting,"ERIKSSON, Mauritz",Men,"free rifle, team",Gold
Stockholm,1912,Shooting,Shooting,"JOHANSSON, Carl Hugo",Men,"free rifle, team",Gold
Stockholm,1912,Shooting,Shooting,"JONSSON, Gustaf Adolf",Men,"free rifle, team",Gold
Stockholm,1912,Shooting,Shooting,"LARSSON, Bernhard",Men,"free rifle, team",Gold
Stockholm,1912,Shooting,Shooting,"HELGERUD, Albert",Men,"free rifle, team",Silver
Stockholm,1912,Shooting,Shooting,"LIBERG, Einar",Men,"free rifle, team",Silver
Stockholm,1912,Shooting,Shooting,"ÖSTENSEN, Östen",Men,"free rifle, team",Silver
Stockholm,1912,Shooting,Shooting,"SAETHER, Olaf",Men,"free rifle, team",Silver
Stockholm,1912,Shooting,Shooting,"SAETHER, Ole Andreas",Men,"free rifle, team",Silver
Stockholm,1912,Shooting,Shooting,"SKATTEBOE, Gudbrand Gudbrandsen",Men,"free rifle, team",Silver
Stockholm,1912,Shooting,Shooting,"BJÖRKMAN, Carl",Men,"rifle, team",Bronze
Stockholm,1912,Shooting,Shooting,"BJÖRKMAN, Tönnes",Men,"rifle, team",Bronze
Stockholm,1912,Shooting,Shooting,"ERIKSSON, Mauritz",Men,"rifle, team",Bronze
Stockholm,1912,Shooting,Shooting,"JERNSTRÖM, Verner",Men,"rifle, team",Bronze
Stockholm,1912,Shooting,Shooting,"JOHANSSON, Carl Hugo",Men,"rifle, team",Bronze
Stockholm,1912,Shooting,Shooting,"LARSSON, Bernhard",Men,"rifle, team",Bronze
Stockholm,1912,Shooting,Shooting,"ADAMS, Harry Loren",Men,"rifle, team",Gold
Stockholm,1912,Shooting,Shooting,"BRIGGS, Allan Lindsay",Men,"rifle, team",Gold
Stockholm,1912,Shooting,Shooting,"BURDETTE, Cornelius L.",Men,"rifle, team",Gold
Stockholm,1912,Shooting,Shooting,"JACKSON, John E.",Men,"rifle, team",Gold
Stockholm,1912,Shooting,Shooting,"OSBURN, Carl Townsend",Men,"rifle, team",Gold
Stockholm,1912,Shooting,Shooting,"SPROUT, Warren A.",Men,"rifle, team",Gold
Stockholm,1912,Shooting,Shooting,"BURR, Henry Goerge",Men,"rifle, team",Silver
Stockholm,1912,Shooting,Shooting,"FULTON, Arthur George",Men,"rifle, team",Silver
Stockholm,1912,Shooting,Shooting,"OMMUNDSEN, Harcourt",Men,"rifle, team",Silver
Stockholm,1912,Shooting,Shooting,"PARNELL, Edward Louis",Men,"rifle, team",Silver
Stockholm,1912,Shooting,Shooting,"REID, James",Men,"rifle, team",Silver
Stockholm,1912,Shooting,Shooting,"SKILTON, Edward",Men,"rifle, team",Silver
Stockholm,1912,Shooting,Shooting,"BLAU, Harry",Men,trap (125 targets),Bronze
Stockholm,1912,Shooting,Shooting,"GRAHAM, James R.",Men,trap (125 targets),Gold
Stockholm,1912,Shooting,Shooting,"GOELDEL, Alfred",Men,trap (125 targets),Silver
Stockholm,1912,Tennis,Tennis,"CANET, Albert Henri",Men,doubles,Bronze
Stockholm,1912,Tennis,Tennis,"MENY DE MARANGUE, Edouard Marie Marc",Men,doubles,Bronze
Stockholm,1912,Tennis,Tennis,"KITSON, Harry Austin",Men,doubles,Gold
Stockholm,1912,Tennis,Tennis,"WINSLOW, Charles Lyndhurst",Men,doubles,Gold
Stockholm,1912,Tennis,Tennis,"PIPES, Fritz Felix",Men,doubles,Silver
Stockholm,1912,Tennis,Tennis,"ZBORZIL, Arthur",Men,doubles,Silver
Stockholm,1912,Tennis,Tennis,"BEAMISH, Alfred Ernest",Men,doubles indoor,Bronze
Stockholm,1912,Tennis,Tennis,"DIXON, Charles Percy",Men,doubles indoor,Bronze
Stockholm,1912,Tennis,Tennis,"GERMOT, Maurice",Men,doubles indoor,Gold
Stockholm,1912,Tennis,Tennis,"GOBERT, André Henri",Men,doubles indoor,Gold
Stockholm,1912,Tennis,Tennis,"KEMPE, Carl",Men,doubles indoor,Silver
Stockholm,1912,Tennis,Tennis,"SETTERWALL, Gunnar",Men,doubles indoor,Silver
Stockholm,1912,Tennis,Tennis,"CANET, Albert Henri",Men,mixed doubles,Bronze
Stockholm,1912,Tennis,Tennis,"SCHOMBURGK, Heinrich",Men,mixed doubles,Gold
Stockholm,1912,Tennis,Tennis,"SETTERWALL, Gunnar",Men,mixed doubles,Silver
Stockholm,1912,Tennis,Tennis,"BROQUEDIS, Marguerite",Women,mixed doubles,Bronze
Stockholm,1912,Tennis,Tennis,"KÖRING, Dora",Women,mixed doubles,Gold
Stockholm,1912,Tennis,Tennis,"FICK, Sigrid",Women,mixed doubles,Silver
Stockholm,1912,Tennis,Tennis,"SETTERWALL, Gunnar",Men,mixed doubles indoor,Bronze
Stockholm,1912,Tennis,Tennis,"DIXON, Charles Percy",Men,mixed doubles indoor,Gold
Stockholm,1912,Tennis,Tennis,"BARRETT, Herbert Roper",Men,mixed doubles indoor,Silver
Stockholm,1912,Tennis,Tennis,"FICK, Sigrid",Women,mixed doubles indoor,Bronze
Stockholm,1912,Tennis,Tennis,"HANNAM, Edith Margaret",Women,mixed doubles indoor,Gold
Stockholm,1912,Tennis,Tennis,"AITCHISON, Francis Helen",Women,mixed doubles indoor,Silver
Stockholm,1912,Tennis,Tennis,"KREUZER, Oscar",Men,singles,Bronze
Stockholm,1912,Tennis,Tennis,"WINSLOW, Charles Lyndhurst",Men,singles,Gold
Stockholm,1912,Tennis,Tennis,"KITSON, Harry Austin",Men,singles,Silver
Stockholm,1912,Tennis,Tennis,"BJURSTEDT, Anne Margrethe",Women,singles,Bronze
Stockholm,1912,Tennis,Tennis,"BROQUEDIS, Marguerite",Women,singles,Gold
Stockholm,1912,Tennis,Tennis,"KÖRING, Dora",Women,singles,Silver
Stockholm,1912,Tennis,Tennis,"WILDING, Anthony Frederick",Men,singles indoor,Bronze
Stockholm,1912,Tennis,Tennis,"GOBERT, André Henri",Men,singles indoor,Gold
Stockholm,1912,Tennis,Tennis,"DIXON, Charles Percy",Men,singles indoor,Silver
Stockholm,1912,Tennis,Tennis,"PARTON, Mabel Branwell",Women,singles indoor,Bronze
Stockholm,1912,Tennis,Tennis,"HANNAM, Edith Margaret",Women,singles indoor,Gold
Stockholm,1912,Tennis,Tennis,"CASTENSCHIOLD, Thora Gerda Sophie",Women,singles indoor,Silver
Stockholm,1912,Tug of War,Tug of War,"ANDERSSON, Arvid Leander",Men,tug of war,Gold
Stockholm,1912,Tug of War,Tug of War,"BERGMAN, Adolf",Men,tug of war,Gold
Stockholm,1912,Tug of War,Tug of War,"EDMAN, Johan Victor",Men,tug of war,Gold
Stockholm,1912,Tug of War,Tug of War,"FREDRIKSSON, Erik Algot",Men,tug of war,Gold
Stockholm,1912,Tug of War,Tug of War,"GUSTAFSSON, August",Men,tug of war,Gold
Stockholm,1912,Tug of War,Tug of War,"JONSSON, Carl",Men,tug of war,Gold
Stockholm,1912,Tug of War,Tug of War,"LARSSON, Eric Victor",Men,tug of war,Gold
Stockholm,1912,Tug of War,Tug of War,"LINDSTRÖM, Carl Herbert",Men,tug of war,Gold
Stockholm,1912,Tug of War,Tug of War,"CHAFFE, Walter",Men,tug of war,Silver
Stockholm,1912,Tug of War,Tug of War,"DOWLER, Joseph",Men,tug of war,Silver
Stockholm,1912,Tug of War,Tug of War,"HUMPHREYS, Frederick Harkness",Men,tug of war,Silver
Stockholm,1912,Tug of War,Tug of War,"HYNES, Mathias",Men,tug of war,Silver
Stockholm,1912,Tug of War,Tug of War,"MILLS, Edwin Archer",Men,tug of war,Silver
Stockholm,1912,Tug of War,Tug of War,"MUNRO, Alexander",Men,tug of war,Silver
