City,Edition,Sport,Discipline,Athlete,Gender,Event,Medal
Paris,1900,Cricket,Cricket,"BIRKETT, Arthur Ernest",Men,cricket,Gold
Paris,1900,Cricket,Cricket,"BOWERMAN, Alfred James",Men,cricket,Gold
Paris,1900,Cricket,Cricket,"BUCKLEY, George John",Men,cricket,Gold
Paris,1900,Cricket,Cricket,"BURCHELL, Francis Romulus",Men,cricket,Gold
Paris,1900,Cricket,Cricket,"CHRISTIAN, Frederick William",Men,cricket,Gold
Paris,1900,Cricket,Cricket,"CORNER, Harry Richard",Men,cricket,Gold
Paris,1900,Cricket,Cricket,"CUMING, Frederick Wlliam",Men,cricket,Gold
Paris,1900,Cricket,Cricket,"DONNE, William Stephen",Men,cricket,Gold
Paris,1900,Cricket,Cricket,"POWLESLAND, Alfred James",Men,cricket,Gold
Paris,1900,Cricket,Cricket,"SYMES, John",Men,cricket,Gold
Paris,1900,Cricket,Cricket,"TOLLER, Montagu Henry",Men,cricket,Gold
Paris,1900,Cricket,Cricket,"ANDERSON, W.",Men,cricket,Silver
Paris,1900,Cricket,Cricket,"ATTRILL, W.T.",Men,cricket,Silver
Paris,1900,Cricket,Cricket,"BRAID, J.",Men,cricket,Silver
Paris,1900,Cricket,Cricket,"BROWNING, W.",Men,cricket,Silver
Paris,1900,Cricket,Cricket,"HORNE, R.",Men,cricket,Silver
Paris,1900,Cricket,Cricket,"JORDAN, T.H.",Men,cricket,Silver
Paris,1900,Cricket,Cricket,"MCEVOY, A.",Men,cricket,Silver
Paris,1900,Cricket,Cricket,"ROBINSON, D.",Men,cricket,Silver
Paris,1900,Cricket,Cricket,"ROQUES, F.",Men,cricket,Silver
Paris,1900,Cricket,Cricket,"SCHNEIDAU, A.J.",Men,cricket,Silver
Paris,1900,Cricket,Cricket,"TERRY, Henry John",Men,cricket,Silver
Paris,1900,Cricket,Cricket,"TOMALIN, P.H.",Men,cricket,Silver
Paris,1900,Croquet,Croquet,AUMOITTE,Men,double,Gold
Paris,1900,Croquet,Croquet,JOHIN,Men,double,Gold
Paris,1900,Croquet,Croquet,WAYDELICH,Men,individual 1 ball,Bronze
Paris,1900,Croquet,Croquet,AUMOITTE,Men,individual 1 ball,Gold
Paris,1900,Croquet,Croquet,JOHIN,Men,individual 1 ball,Silver
Paris,1900,Croquet,Croquet,SAUTREAU,Men,individual 2 balls,Bronze
Paris,1900,Croquet,Croquet,WAYDELICH,Men,individual 2 balls,Gold
Paris,1900,Croquet,Croquet,VIGNEROT,Men,individual 2 balls,Silver
Paris,1900,Cycling,Cycling Track,"DAUMAIN, .....",Men,25 kilometres,Bronze
Paris,1900,Cycling,Cycling Track,"BASTIEN, Louis",Men,25 kilometres,Gold
Paris,1900,Cycling,Cycling Track,"HILDEBRAND, Louis",Men,25 kilometres,Silver
Paris,1900,Cycling,Cycling Track,"LAKE, John Henry",Men,Sprint indivual,Bronze
Paris,1900,Cycling,Cycling Track,"TAILLANDIER, Georges",Men,Sprint indivual,Gold
Paris,1900,Cycling,Cycling Track,"SANZ, Fernand",Men,Sprint indivual,Silver
Paris,1900,Equestrian,Jumping,"VAN DE POELE, Georges",Men,high jump,Bronze
Paris,1900,Equestrian,Jumping,"GARDERES, Dominique Maximien",Men,high jump,Gold
Paris,1900,Equestrian,Jumping,"TRISSINO, Gian Giorgio",Men,high jump,Gold
Paris,1900,Equestrian,Jumping,"DE CHAMPSAVIN, Louis",Men,individual,Bronze
Paris,1900,Equestrian,Jumping,"HAEGEMAN, Aimé",Men,individual,Gold
Paris,1900,Equestrian,Jumping,"VAN DE POELE, Georges",Men,individual,Silver
Paris,1900,Equestrian,Jumping,DE BELLEGARDE,Men,long jump individual,Bronze
Paris,1900,Equestrian,Jumping,"VAN LANGHENDONCK, Constant",Men,long jump individual,Gold
Paris,1900,Equestrian,Jumping,"TRISSINO, Gian Giorgio",Men,long jump individual,Silver
Paris,1900,Fencing,Fencing,"SEE, Léon",Men,épée individual,Bronze
Paris,1900,Fencing,Fencing,"FONST, Ramon",Men,épée individual,Gold
Paris,1900,Fencing,Fencing,"PERREE, Louis",Men,épée individual,Silver
Paris,1900,Fencing,Fencing,"SEE, Léon",Men,"épée, amateurs and masters",Bronze
Paris,1900,Fencing,Fencing,"AYAT, Albert",Men,"épée, amateurs and masters",Gold
Paris,1900,Fencing,Fencing,"FONST, Ramon",Men,"épée, amateurs and masters",Silver
Paris,1900,Fencing,Fencing,"LAURENT, Henri",Men,"épée, masters",Bronze
Paris,1900,Fencing,Fencing,"AYAT, Albert",Men,"épée, masters",Gold
Paris,1900,Fencing,Fencing,"BOUGNOL, Emile",Men,"épée, masters",Silver
Paris,1900,Fencing,Fencing,"BOULENGER, Marcel Jacques",Men,foil individual,Bronze
Paris,1900,Fencing,Fencing,"COSTE, Emile",Men,foil individual,Gold
Paris,1900,Fencing,Fencing,"MASSON, Henri",Men,foil individual,Silver
Paris,1900,Fencing,Fencing,"MIMIAGUE, Jean-Baptiste",Men,"foil, masters",Bronze
Paris,1900,Fencing,Fencing,"MERIGNAC, Lucien",Men,"foil, masters",Gold
Paris,1900,Fencing,Fencing,"KIRCHHOFFER, Alphonse",Men,"foil, masters",Silver
Paris,1900,Fencing,Fencing,"FLESCH, Siegfried",Men,sabre individual,Bronze
Paris,1900,Fencing,Fencing,"DE LA FALAISE, Georges",Men,sabre individual,Gold
Paris,1900,Fencing,Fencing,"THIEBAUT, Léon",Men,sabre individual,Silver
Paris,1900,Fencing,Fencing,"NERALIC, Milan",Men,"sabre, masters",Bronze
Paris,1900,Fencing,Fencing,"CONTE, Antonio",Men,"sabre, masters",Gold
Paris,1900,Fencing,Fencing,"SANTELLI, Italo",Men,"sabre, masters",Silver
Paris,1900,Football,Football,"DELBECQUE, Albert",Men,football,Bronze
Paris,1900,Football,Football,"KELECOM, R.",Men,football,Bronze
Paris,1900,Football,Football,"LEBOUTTE, Marcel",Men,football,Bronze
Paris,1900,Football,Football,LONDOT,Men,football,Bronze
Paris,1900,Football,Football,"MOREAU, Ernest",Men,football,Bronze
Paris,1900,Football,Football,"NEEFS, E.",Men,football,Bronze
Paris,1900,Football,Football,"PELGRIMS, Georges",Men,football,Bronze
Paris,1900,Football,Football,"RENIER, Alphonse",Men,football,Bronze
Paris,1900,Football,Football,"SPANNOGHE, E.",Men,football,Bronze
Paris,1900,Football,Football,"THORNTON, Erich",Men,football,Bronze
Paris,1900,Football,Football,VAN HEUCKELUM,Men,football,Bronze
Paris,1900,Football,Football,"BUCKENHAM, Claude Percy",Men,football,Gold
Paris,1900,Football,Football,"BURRIDGE, T.E.",Men,football,Gold
Paris,1900,Football,Football,"CHALK, Alfred Ernest",Men,football,Gold
Paris,1900,Football,Football,"GROSLING, William Sullivan",Men,football,Gold
Paris,1900,Football,Football,"HASLAM, A.",Men,football,Gold
Paris,1900,Football,Football,"JONES, J.H.",Men,football,Gold
Paris,1900,Football,Football,"NICHOLAS, J.",Men,football,Gold
Paris,1900,Football,Football,"QUASH, William Francis",Men,football,Gold
Paris,1900,Football,Football,"SPACKMAN, F.G.",Men,football,Gold
Paris,1900,Football,Football,"TURNER, R.R.",Men,football,Gold
Paris,1900,Football,Football,"ZEALLEY, James Edward",Men,football,Gold
Paris,1900,Football,Football,"ALLEMANE, Pierre",Men,football,Silver
Paris,1900,Football,Football,BACH,Men,football,Silver
Paris,1900,Football,Football,"BLOCH, Jean",Men,football,Silver
Paris,1900,Football,Football,"CANELLE, Fernand",Men,football,Silver
Paris,1900,Football,Football,DUPARC,Men,football,Silver
Paris,1900,Football,Football,FRAYSSE,Men,football,Silver
Paris,1900,Football,Football,GAILLARD,Men,football,Silver
Paris,1900,Football,Football,"GARNIER, René",Men,football,Silver
Paris,1900,Football,Football,GRANDJEAN,Men,football,Silver
Paris,1900,Football,Football,HUTEAU,Men,football,Silver
Paris,1900,Football,Football,LAMBERT,Men,football,Silver
Paris,1900,Football,Football,MACAIRE,Men,football,Silver
Paris,1900,Football,Football,PELTIER,Men,football,Silver
Paris,1900,Golf,Golf,"ROBERTSON, David Donaldson",Men,individual,Bronze
Paris,1900,Golf,Golf,"SANDS, Charles Edward",Men,individual,Gold
Paris,1900,Golf,Golf,"RUTHERFORD, Walter",Men,individual,Silver
Paris,1900,Golf,Golf,"PRATT, Daria",Women,individual,Bronze
Paris,1900,Golf,Golf,"ABBOTT, Margaret Ives",Women,individual,Gold
Paris,1900,Golf,Golf,"WHITTIER, Pauline",Women,individual,Silver
Paris,1900,Gymnastics,Artistic G.,"DEMANET, Lucien",Men,individual all-round,Bronze
Paris,1900,Gymnastics,Artistic G.,"SANDRAS, Gustave",Men,individual all-round,Gold
Paris,1900,Gymnastics,Artistic G.,"BAS, Noël",Men,individual all-round,Silver
Paris,1900,Polo,Polo,"BOUSSOD, Jean",Men,polo,Bronze
Paris,1900,Polo,Polo,"DUC DE BISACCIA, Louis",Men,polo,Bronze
Paris,1900,Polo,Polo,"FAUQUET LEMAITRE, A.",Men,polo,Bronze
Paris,1900,Polo,Polo,"RAOUL-DUVAL, Maurice",Men,polo,Bronze
Paris,1900,Polo,Polo,"DALY, Dennis",Men,polo,Gold
Paris,1900,Polo,Polo,"KEENE, Foxhall Parker",Men,polo,Gold
Paris,1900,Polo,Polo,"MACKEY, Frank Jay",Men,polo,Gold
Paris,1900,Polo,Polo,"RAWLINSON, Alfred",Men,polo,Gold
Paris,1900,Polo,Polo,"BUCKMASTER, Walter Selby",Men,polo,Silver
Paris,1900,Polo,Polo,"COMTE DE MADRE, José Pierre M.J.",Men,polo,Silver
Paris,1900,Polo,Polo,"FREAKE, Frederick Maitland",Men,polo,Silver
Paris,1900,Polo,Polo,"MCCREERY, Walter Adolph",Men,polo,Silver
Paris,1900,Rowing,Rowing,"BRANDT, Francois Antoine",Men,eight with coxswain (8+),Bronze
Paris,1900,Rowing,Rowing,"BROCKMANN, Hermanus Gerardus",Men,eight with coxswain (8+),Bronze
Paris,1900,Rowing,Rowing,"KLEIN, Roelof",Men,eight with coxswain (8+),Bronze
Paris,1900,Rowing,Rowing,"LEEGSTRA, Ruud Gerbens",Men,eight with coxswain (8+),Bronze
Paris,1900,Rowing,Rowing,"MIDDELBERG, Walter",Men,eight with coxswain (8+),Bronze
Paris,1900,Rowing,Rowing,"OFFERHAUS, Hendrik Karel",Men,eight with coxswain (8+),Bronze
Paris,1900,Rowing,Rowing,"THIJSSEN, Walter",Men,eight with coxswain (8+),Bronze
Paris,1900,Rowing,Rowing,"TROMP, Henricus",Men,eight with coxswain (8+),Bronze
Paris,1900,Rowing,Rowing,"VAN DIJK, Johannes Wilhelmus Maria",Men,eight with coxswain (8+),Bronze
Paris,1900,Rowing,Rowing,"ABELL, Louis",Men,eight with coxswain (8+),Gold
Paris,1900,Rowing,Rowing,"CARR, William",Men,eight with coxswain (8+),Gold
Paris,1900,Rowing,Rowing,"DEBAECKE, Harry",Men,eight with coxswain (8+),Gold
Paris,1900,Rowing,Rowing,"EXLEY, John",Men,eight with coxswain (8+),Gold
Paris,1900,Rowing,Rowing,"GEIGER, John",Men,eight with coxswain (8+),Gold
Paris,1900,Rowing,Rowing,"HEDLEY, Edward",Men,eight with coxswain (8+),Gold
Paris,1900,Rowing,Rowing,"JUVENAL, James",Men,eight with coxswain (8+),Gold
Paris,1900,Rowing,Rowing,"LOCKWOOD, Roscoe",Men,eight with coxswain (8+),Gold
Paris,1900,Rowing,Rowing,"MARSH, Edward",Men,eight with coxswain (8+),Gold
Paris,1900,Rowing,Rowing,"BRUGGEMAN, Prospère",Men,eight with coxswain (8+),Silver
Paris,1900,Rowing,Rowing,"DE BISSCHOP, Jules",Men,eight with coxswain (8+),Silver
Paris,1900,Rowing,Rowing,"DE COCK, Oscar",Men,eight with coxswain (8+),Silver
Paris,1900,Rowing,Rowing,"DE SOMVILLE, Oscar Charles",Men,eight with coxswain (8+),Silver
Paris,1900,Rowing,Rowing,"HEMELSOET, Maurice",Men,eight with coxswain (8+),Silver
Paris,1900,Rowing,Rowing,"ODBERG, Frank",Men,eight with coxswain (8+),Silver
Paris,1900,Rowing,Rowing,"VAN CROMBRUGGHE, Marcel Lucien",Men,eight with coxswain (8+),Silver
Paris,1900,Rowing,Rowing,"VAN LANDEGHEM, Alfred",Men,eight with coxswain (8+),Silver
Paris,1900,Rowing,Rowing,"VERDONCK, Maurice",Men,eight with coxswain (8+),Silver
Paris,1900,Rowing,Rowing,"CARSTENS, Wilhelm",Men,four-oared shell with coxswain (4-),Bronze
Paris,1900,Rowing,Rowing,"FELLE, Ernst",Men,four-oared shell with coxswain (4-),Bronze
Paris,1900,Rowing,Rowing,"FICKEISEN, Otto",Men,four-oared shell with coxswain (4-),Bronze
Paris,1900,Rowing,Rowing,"KÖRNER, Julius",Men,four-oared shell with coxswain (4-),Bronze
Paris,1900,Rowing,Rowing,"KRÖWERATH, Franz",Men,four-oared shell with coxswain (4-),Bronze
Paris,1900,Rowing,Rowing,"LEHLE, Carl",Men,four-oared shell with coxswain (4-),Bronze
Paris,1900,Rowing,Rowing,"MÖLLER, Adolf",Men,four-oared shell with coxswain (4-),Bronze
Paris,1900,Rowing,Rowing,"MOTHS, Gustav Adolf",Men,four-oared shell with coxswain (4-),Bronze
Paris,1900,Rowing,Rowing,"RÜSTER, Hugo",Men,four-oared shell with coxswain (4-),Bronze
Paris,1900,Rowing,Rowing,"WILKER, Hermann",Men,four-oared shell with coxswain (4-),Bronze
Paris,1900,Rowing,Rowing,"BOUCKAERT, Henri",Men,four-oared shell with coxswain (4-),Gold
Paris,1900,Rowing,Rowing,"CAU, Jean",Men,four-oared shell with coxswain (4-),Gold
Paris,1900,Rowing,Rowing,CHARLOT,Men,four-oared shell with coxswain (4-),Gold
Paris,1900,Rowing,Rowing,"DELCHAMBRE, Emile",Men,four-oared shell with coxswain (4-),Gold
Paris,1900,Rowing,Rowing,"GOSSLER, Carl Heinrich",Men,four-oared shell with coxswain (4-),Gold
Paris,1900,Rowing,Rowing,"GOSSLER, Gustav Ludwig",Men,four-oared shell with coxswain (4-),Gold
Paris,1900,Rowing,Rowing,"GOSSLER, Oscar",Men,four-oared shell with coxswain (4-),Gold
Paris,1900,Rowing,Rowing,"HAZEBROUCK, Henri",Men,four-oared shell with coxswain (4-),Gold
Paris,1900,Rowing,Rowing,"KATZENSTEIN, Walther",Men,four-oared shell with coxswain (4-),Gold
Paris,1900,Rowing,Rowing,"TIETGENS, Waldemar",Men,four-oared shell with coxswain (4-),Gold
Paris,1900,Rowing,Rowing,"BROCKMANN, Hermanus Gerardus",Men,four-oared shell with coxswain (4-),Silver
Paris,1900,Rowing,Rowing,"HIEBENDAAI, Coenraad Christiaan",Men,four-oared shell with coxswain (4-),Silver
Paris,1900,Rowing,Rowing,"LOTSY, Gerhard Oswald",Men,four-oared shell with coxswain (4-),Silver
Paris,1900,Rowing,Rowing,"LOTSY, Paulus Jan",Men,four-oared shell with coxswain (4-),Silver
Paris,1900,Rowing,Rowing,"LUMPP, Georges",Men,four-oared shell with coxswain (4-),Silver
Paris,1900,Rowing,Rowing,"PERRIN, Charles",Men,four-oared shell with coxswain (4-),Silver
Paris,1900,Rowing,Rowing,"SOUBEYRAN, Daniel",Men,four-oared shell with coxswain (4-),Silver
Paris,1900,Rowing,Rowing,"TERWOGT, Johannes Hester Lambertus",Men,four-oared shell with coxswain (4-),Silver
Paris,1900,Rowing,Rowing,"WEGELIN, Emile",Men,four-oared shell with coxswain (4-),Silver
Paris,1900,Rowing,Rowing,"DELTOUR, Carlos",Men,pair-oared shell with coxswain (2+),Bronze
Paris,1900,Rowing,Rowing,"PAOLI, Raoul",Men,pair-oared shell with coxswain (2+),Bronze
Paris,1900,Rowing,Rowing,"VEDRENNE, Antoine Erneste",Men,pair-oared shell with coxswain (2+),Bronze
Paris,1900,Rowing,Rowing,"BRANDT, Francois Antoine",Men,pair-oared shell with coxswain (2+),Gold
Paris,1900,Rowing,Rowing,"BROCKMANN, Hermanus Gerardus",Men,pair-oared shell with coxswain (2+),Gold
Paris,1900,Rowing,Rowing,"KLEIN, Roelof",Men,pair-oared shell with coxswain (2+),Gold
Paris,1900,Rowing,Rowing,"MARTINET, Louis",Men,pair-oared shell with coxswain (2+),Silver
Paris,1900,Rowing,Rowing,UNKNOWN COX / BARREUR INCONNU,Men,pair-oared shell with coxswain (2+),Silver
Paris,1900,Rowing,Rowing,WALEFF,Men,pair-oared shell with coxswain (2+),Silver
Paris,1900,Rowing,Rowing,"ASHE, Saint-George",Men,single sculls (1x),Bronze
Paris,1900,Rowing,Rowing,"BARRELET, Henri",Men,single sculls (1x),Gold
Paris,1900,Rowing,Rowing,"GAUDIN, André",Men,single sculls (1x),Silver
Paris,1900,Rugby,Rugby,"AITOFF, Vladimir",Men,rugby,Gold
Paris,1900,Rugby,Rugby,"ALBERT, A.",Men,rugby,Gold
Paris,1900,Rugby,Rugby,"BINOCHE, Jean, LÃ©on",Men,rugby,Gold
Paris,1900,Rugby,Rugby,"COLLAS, Jean",Men,rugby,Gold
Paris,1900,Rugby,Rugby,"GAUTIER, Jean Guy",Men,rugby,Gold
Paris,1900,Rugby,Rugby,"GIROUX, Auguste",Men,rugby,Gold
Paris,1900,Rugby,Rugby,"GONDOUIN, Charles",Men,rugby,Gold
Paris,1900,Rugby,Rugby,"HENRIQUEZ DE ZUBIERRA, Constantin",Men,rugby,Gold
Paris,1900,Rugby,Rugby,"HERVE, Jean",Men,rugby,Gold
Paris,1900,Rugby,Rugby,"LARDANCHET, Victor",Men,rugby,Gold
Paris,1900,Rugby,Rugby,"LEFEBVRE, Hubert",Men,rugby,Gold
Paris,1900,Rugby,Rugby,"OLIVIER, Joseph",Men,rugby,Gold
Paris,1900,Rugby,Rugby,"PHARAMOND, Alexandre",Men,rugby,Gold
Paris,1900,Rugby,Rugby,"REICHEL, Frantz",Men,rugby,Gold
Paris,1900,Rugby,Rugby,"RISCHMANN, André",Men,rugby,Gold
Paris,1900,Rugby,Rugby,"ROOSEVELT, Albert",Men,rugby,Gold
Paris,1900,Rugby,Rugby,"SARRADE, Emile",Men,rugby,Gold
Paris,1900,Rugby,Rugby,"AMRHEIN, Albert",Men,rugby,Silver
Paris,1900,Rugby,Rugby,"BAYLISS, F.C.",Men,rugby,Silver
Paris,1900,Rugby,Rugby,"BETTING, Hugo",Men,rugby,Silver
Paris,1900,Rugby,Rugby,"BIRTLES, J.Henry",Men,rugby,Silver
Paris,1900,Rugby,Rugby,"CAUTLON, J.",Men,rugby,Silver
Paris,1900,Rugby,Rugby,"DARBY, Artur John",Men,rugby,Silver
Paris,1900,Rugby,Rugby,"DEYKIN, C.P.",Men,rugby,Silver
Paris,1900,Rugby,Rugby,"HERRMANN, Jacob",Men,rugby,Silver
Paris,1900,Rugby,Rugby,"HOFMEISTER, Willy",Men,rugby,Silver
Paris,1900,Rugby,Rugby,"HOOD, L.",Men,rugby,Silver
Paris,1900,Rugby,Rugby,"KREUZER, Hermann",Men,rugby,Silver
Paris,1900,Rugby,Rugby,"LANDVOIGT, Arnold",Men,rugby,Silver
Paris,1900,Rugby,Rugby,"LATSCHA, Hans",Men,rugby,Silver
Paris,1900,Rugby,Rugby,"LOGAN, M.L.",Men,rugby,Silver
Paris,1900,Rugby,Rugby,"LOVEITT, H.A.",Men,rugby,Silver
Paris,1900,Rugby,Rugby,"LUDWIG, Erich",Men,rugby,Silver
Paris,1900,Rugby,Rugby,"LUDWIG, Richard",Men,rugby,Silver
Paris,1900,Rugby,Rugby,"MÜLLER, Fritz",Men,rugby,Silver
Paris,1900,Rugby,Rugby,"NICOL, N.S.",Men,rugby,Silver
Paris,1900,Rugby,Rugby,"POPPE, Eduard",Men,rugby,Silver
Paris,1900,Rugby,Rugby,"REITZ, Heinrich",Men,rugby,Silver
Paris,1900,Rugby,Rugby,"SCHMIERER, August",Men,rugby,Silver
Paris,1900,Rugby,Rugby,"SMITH, V.",Men,rugby,Silver
Paris,1900,Rugby,Rugby,"STOCKHAUSEN, Adolf",Men,rugby,Silver
Paris,1900,Rugby,Rugby,"TALBOT, M.W.",Men,rugby,Silver
Paris,1900,Rugby,Rugby,"WALLIS, J.G.",Men,rugby,Silver
Paris,1900,Rugby,Rugby,"WENDEROTH, Georg",Men,rugby,Silver
Paris,1900,Rugby,Rugby,"WHITTINDALE, Claud",Men,rugby,Silver
Paris,1900,Rugby,Rugby,"WHITTINDALE, Raymond",Men,rugby,Silver
Paris,1900,Rugby,Rugby,"WILSON, Francis Henry",Men,rugby,Silver
Paris,1900,Sailing,Sailing,"MICHELET, E.",Men,0.5-1t,Bronze
Paris,1900,Sailing,Sailing,"MICHELET, F.",Men,0.5-1t,Bronze
Paris,1900,Sailing,Sailing,"GRETTON, John H.",Men,0.5-1t,Gold
Paris,1900,Sailing,Sailing,"HOPE, Linton",Men,0.5-1t,Gold
Paris,1900,Sailing,Sailing,"LORD CURRIE, Lorne Campbell",Men,0.5-1t,Gold
Paris,1900,Sailing,Sailing,"BAUDRIER, Jacques",Men,0.5-1t,Silver
Paris,1900,Sailing,Sailing,"LEBRET, Jean",Men,0.5-1t,Silver
Paris,1900,Sailing,Sailing,MARCOTTE,Men,0.5-1t,Silver
Paris,1900,Sailing,Sailing,"MARTIN, William",Men,0.5-1t,Silver
Paris,1900,Sailing,Sailing,VALTON,Men,0.5-1t,Silver
Paris,1900,Sailing,Sailing,"HORE, Edward",Men,10-20t,Bronze
Paris,1900,Sailing,Sailing,"BILLARD, Emile",Men,10-20t,Gold
Paris,1900,Sailing,Sailing,"PERQUER, P.",Men,10-20t,Gold
Paris,1900,Sailing,Sailing,"LE DUC DECAZES, Jean",Men,10-20t,Silver
Paris,1900,Sailing,Sailing,"MACHENRY, M.",Men,3-10t,Bronze
Paris,1900,Sailing,Sailing,"TAYLOR, Howard",Men,3-10t,Gold
Paris,1900,Sailing,Sailing,"GUFFLET, Maurice",Men,3-10t,Silver
Paris,1900,Sailing,Sailing,"MICHELET, E.",Men,open class,Bronze
Paris,1900,Sailing,Sailing,"MICHELET, F.",Men,open class,Bronze
Paris,1900,Sailing,Sailing,"GRETTON, John H.",Men,open class,Gold
Paris,1900,Sailing,Sailing,"HOPE, Linton",Men,open class,Gold
Paris,1900,Sailing,Sailing,"LORD CURRIE, Lorne Campbell",Men,open class,Gold
Paris,1900,Sailing,Sailing,"NAUE, Georg",Men,open class,Silver
Paris,1900,Sailing,Sailing,"PETERS, Heinrich",Men,open class,Silver
Paris,1900,Sailing,Sailing,"WEISE, Ottokar",Men,open class,Silver
Paris,1900,Sailing,Sailing,"WIESNER, Martin",Men,open class,Silver
Paris,1900,Shooting,Shooting,"BALME, Eugène",Men,25m rapid fire pistol (60 shots),Bronze
Paris,1900,Shooting,Shooting,"LARROUY, Maurice",Men,25m rapid fire pistol (60 shots),Gold
Paris,1900,Shooting,Shooting,"MOREAUX, Léon",Men,25m rapid fire pistol (60 shots),Silver
Paris,1900,Shooting,Shooting,"BOUWENS, Antonius",Men,"50m army pistol, team",Bronze
Paris,1900,Shooting,Shooting,"SILLEM, Henrik",Men,"50m army pistol, team",Bronze
Paris,1900,Shooting,Shooting,"SWEYS, Anthony Ahasuerus",Men,"50m army pistol, team",Bronze
Paris,1900,Shooting,Shooting,"VAN DEN BERGH, Solko Johannes",Men,"50m army pistol, team",Bronze
Paris,1900,Shooting,Shooting,"VAN HAAN, Gerardus",Men,"50m army pistol, team",Bronze
Paris,1900,Shooting,Shooting,"LÜTHI, Friedrich",Men,"50m army pistol, team",Gold
Paris,1900,Shooting,Shooting,"PROBST, Paul",Men,"50m army pistol, team",Gold
Paris,1900,Shooting,Shooting,"RICHARDET, Louis-Marc",Men,"50m army pistol, team",Gold
Paris,1900,Shooting,Shooting,"RÖDERER, Karl Konrad",Men,"50m army pistol, team",Gold
Paris,1900,Shooting,Shooting,"STÄHELI, Konrad",Men,"50m army pistol, team",Gold
Paris,1900,Shooting,Shooting,"DUFFOY, Louis",Men,"50m army pistol, team",Silver
Paris,1900,Shooting,Shooting,"LECOQ, Maurice",Men,"50m army pistol, team",Silver
Paris,1900,Shooting,Shooting,"MOREAUX, Léon",Men,"50m army pistol, team",Silver
Paris,1900,Shooting,Shooting,"PAROCHE, Achille",Men,"50m army pistol, team",Silver
Paris,1900,Shooting,Shooting,TRINITE,Men,"50m army pistol, team",Silver
Paris,1900,Shooting,Shooting,"STÄHELI, Konrad",Men,50m pistol (60 shots),Bronze
Paris,1900,Shooting,Shooting,"RÖDERER, Karl Konrad",Men,50m pistol (60 shots),Gold
Paris,1900,Shooting,Shooting,"PAROCHE, Achille",Men,50m pistol (60 shots),Silver
Paris,1900,Shooting,Shooting,"ÖSTMO, Ole",Men,"army rifle, 300m, 3 positions",Bronze
Paris,1900,Shooting,Shooting,"VAN ASBROECK, Paul",Men,"army rifle, 300m, 3 positions",Bronze
Paris,1900,Shooting,Shooting,"KELLENBERGER, Emil",Men,"army rifle, 300m, 3 positions",Gold
Paris,1900,Shooting,Shooting,"NIELSEN, Anders Peter",Men,"army rifle, 300m, 3 positions",Silver
Paris,1900,Shooting,Shooting,"STÄHELI, Konrad",Men,"army rifle, 300m, kneeling",Gold
Paris,1900,Shooting,Shooting,"KELLENBERGER, Emil",Men,"army rifle, 300m, kneeling",Silver
Paris,1900,Shooting,Shooting,"NIELSEN, Anders Peter",Men,"army rifle, 300m, kneeling",Silver
Paris,1900,Shooting,Shooting,"ÖSTMO, Ole",Men,"army rifle, 300m, prone",Bronze
Paris,1900,Shooting,Shooting,"PAROCHE, Achille",Men,"army rifle, 300m, prone",Gold
Paris,1900,Shooting,Shooting,"NIELSEN, Anders Peter",Men,"army rifle, 300m, prone",Silver
Paris,1900,Shooting,Shooting,"PAUMIER DU VERGIER, Charles",Men,"army rifle, 300m, standing",Bronze
Paris,1900,Shooting,Shooting,"MADSEN, Lars Jörgen",Men,"army rifle, 300m, standing",Gold
Paris,1900,Shooting,Shooting,"ÖSTMO, Ole",Men,"army rifle, 300m, standing",Silver
Paris,1900,Shooting,Shooting,"CAVADINI, Auguste",Men,"free rifle, team",Bronze
